ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION,Interval Start,Settlement Point Price,COST
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 00:00:00,00:15,343.68,A,Consumption,2025-07-06 00:00:00,0.0629,21.617472
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 00:15:00,00:30,346.56,A,Consumption,2025-07-06 00:15:00,0.06322,21.9095232
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 00:30:00,00:45,348.0,A,Consumption,2025-07-06 00:30:00,0.06520999999999999,22.693079999999995
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 00:45:00,01:00,348.0,A,Consumption,2025-07-06 00:45:00,0.0702,24.4296
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 01:00:00,01:15,349.44,A,Consumption,2025-07-06 01:00:00,0.08119,28.3710336
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 01:15:00,01:30,347.52,A,Consumption,2025-07-06 01:15:00,0.07768000000000001,26.9953536
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 01:30:00,01:45,346.08,A,Consumption,2025-07-06 01:30:00,0.07834999999999999,27.115367999999997
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 01:45:00,02:00,344.64,A,Consumption,2025-07-06 01:45:00,0.08163,28.132963199999995
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 02:00:00,02:15,344.64,A,Consumption,2025-07-06 02:00:00,0.09628,33.1819392
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 02:15:00,02:30,343.68,A,Consumption,2025-07-06 02:15:00,0.05727,19.682553600000002
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 02:30:00,02:45,343.68,A,Consumption,2025-07-06 02:30:00,0.07977,27.4153536
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 02:45:00,03:00,343.2,A,Consumption,2025-07-06 02:45:00,0.08248,28.307136
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 03:00:00,03:15,342.72,A,Consumption,2025-07-06 03:00:00,0.08593,29.449929600000004
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 03:15:00,03:30,343.2,A,Consumption,2025-07-06 03:15:00,0.08603,29.525495999999997
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 03:30:00,03:45,342.72,A,Consumption,2025-07-06 03:30:00,0.08821,30.2313312
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 03:45:00,04:00,342.72,A,Consumption,2025-07-06 03:45:00,0.08633,29.587017600000003
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 04:00:00,04:15,342.24,A,Consumption,2025-07-06 04:00:00,0.08616,29.4873984
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 04:15:00,04:30,341.76,A,Consumption,2025-07-06 04:15:00,0.1015,34.68864
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 04:30:00,04:45,341.28,A,Consumption,2025-07-06 04:30:00,0.04987,17.0196336
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 04:45:00,05:00,340.8,A,Consumption,2025-07-06 04:45:00,0.07493999999999999,25.539551999999997
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 05:00:00,05:15,335.04,A,Consumption,2025-07-06 05:00:00,0.11234000000000001,37.63839360000001
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 05:15:00,05:30,340.32,A,Consumption,2025-07-06 05:15:00,0.07634,25.9800288
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 05:30:00,05:45,338.88,A,Consumption,2025-07-06 05:30:00,0.05079,17.2117152
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 05:45:00,06:00,339.84,A,Consumption,2025-07-06 05:45:00,0.12800999999999998,43.50291839999999
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 06:00:00,06:15,338.4,A,Consumption,2025-07-06 06:00:00,0.05004,16.933536
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 06:15:00,06:30,338.88,A,Consumption,2025-07-06 06:15:00,0.07414,25.124563199999997
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 06:30:00,06:45,338.4,A,Consumption,2025-07-06 06:30:00,0.15991999999999998,54.11692799999999
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 06:45:00,07:00,337.92,A,Consumption,2025-07-06 06:45:00,0.05324,17.9908608
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 07:00:00,07:15,337.92,A,Consumption,2025-07-06 07:00:00,0.045950000000000005,15.527424000000002
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 07:15:00,07:30,337.92,A,Consumption,2025-07-06 07:15:00,0.05138,17.362329600000002
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 07:30:00,07:45,338.4,A,Consumption,2025-07-06 07:30:00,0.03656,12.371904
10204049791473565,2025-07-06,07/09/2025 11:38:27,0 days 07:45:00,08:00,339.36,A,Consumption,2025-07-06 07:45:00,0.02561,8.691009600000001
