ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION,Interval Start,Settlement Point Price,COST
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 00:00:00,00:15,0.941,A,Consumption,2025-07-06 00:00:00,0.03089,0.029067489999999998
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 00:15:00,00:30,1.171,A,Consumption,2025-07-06 00:15:00,0.028210000000000002,0.03303391000000001
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 00:30:00,00:45,1.046,A,Consumption,2025-07-06 00:30:00,0.02666,0.027886360000000002
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 00:45:00,01:00,0.72,A,Consumption,2025-07-06 00:45:00,0.026449999999999998,0.019044
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 01:00:00,01:15,0.922,A,Consumption,2025-07-06 01:00:00,0.02583,0.02381526
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 01:15:00,01:30,1.123,A,Consumption,2025-07-06 01:15:00,0.02573,0.02889479
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 01:30:00,01:45,0.979,A,Consumption,2025-07-06 01:30:00,0.02693,0.026364469999999997
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 01:45:00,02:00,0.758,A,Consumption,2025-07-06 01:45:00,0.02684,0.02034472
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 02:00:00,02:15,0.797,A,Consumption,2025-07-06 02:00:00,0.02684,0.02139148
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 02:15:00,02:30,1.056,A,Consumption,2025-07-06 02:15:00,0.026420000000000003,0.027899520000000004
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 02:30:00,02:45,1.027,A,Consumption,2025-07-06 02:30:00,0.027280000000000002,0.02801656
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 02:45:00,03:00,0.71,A,Consumption,2025-07-06 02:45:00,0.02686,0.019070599999999997
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 03:00:00,03:15,0.73,A,Consumption,2025-07-06 03:00:00,0.02702,0.0197246
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 03:15:00,03:30,1.056,A,Consumption,2025-07-06 03:15:00,0.02693,0.02843808
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 03:30:00,03:45,1.027,A,Consumption,2025-07-06 03:30:00,0.026789999999999998,0.027513329999999996
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 03:45:00,04:00,0.758,A,Consumption,2025-07-06 03:45:00,0.02625,0.0198975
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 04:00:00,04:15,0.691,A,Consumption,2025-07-06 04:00:00,0.026609999999999998,0.018387509999999996
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 04:15:00,04:30,1.008,A,Consumption,2025-07-06 04:15:00,0.02641,0.02662128
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 04:30:00,04:45,1.008,A,Consumption,2025-07-06 04:30:00,0.02989,0.03012912
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 04:45:00,05:00,0.662,A,Consumption,2025-07-06 04:45:00,0.027809999999999998,0.018410219999999998
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 05:00:00,05:15,0.749,A,Consumption,2025-07-06 05:00:00,0.02723,0.02039527
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 05:15:00,05:30,1.315,A,Consumption,2025-07-06 05:15:00,0.026359999999999998,0.0346634
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 05:30:00,05:45,1.248,A,Consumption,2025-07-06 05:30:00,0.025920000000000002,0.03234816
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 05:45:00,06:00,0.816,A,Consumption,2025-07-06 05:45:00,0.02561,0.020897759999999998
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 06:00:00,06:15,0.874,A,Consumption,2025-07-06 06:00:00,0.02557,0.02234818
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 06:15:00,06:30,0.97,A,Consumption,2025-07-06 06:15:00,0.02469,0.0239493
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 06:30:00,06:45,1.162,A,Consumption,2025-07-06 06:30:00,0.024390000000000002,0.02834118
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 06:45:00,07:00,0.634,A,Consumption,2025-07-06 06:45:00,0.024059999999999998,0.015254039999999998
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 07:00:00,07:15,0.97,A,Consumption,2025-07-06 07:00:00,0.02393,0.0232121
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 07:15:00,07:30,1.44,A,Consumption,2025-07-06 07:15:00,0.023350000000000003,0.033624
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 07:30:00,07:45,0.672,A,Consumption,2025-07-06 07:30:00,0.02234,0.01501248
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 07:45:00,08:00,0.787,A,Consumption,2025-07-06 07:45:00,0.02221,0.01747927
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 08:00:00,08:15,1.094,A,Consumption,2025-07-06 08:00:00,0.023280000000000002,0.025468320000000003
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 08:15:00,08:30,0.998,A,Consumption,2025-07-06 08:15:00,0.02234,0.02229532
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 08:30:00,08:45,0.797,A,Consumption,2025-07-06 08:30:00,0.022170000000000002,0.017669490000000003
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 08:45:00,09:00,0.883,A,Consumption,2025-07-06 08:45:00,0.022359999999999998,0.01974388
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 09:00:00,09:15,1.248,A,Consumption,2025-07-06 09:00:00,0.023149999999999997,0.028891199999999995
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 09:15:00,09:30,1.181,A,Consumption,2025-07-06 09:15:00,0.02382,0.02813142
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 09:30:00,09:45,1.027,A,Consumption,2025-07-06 09:30:00,0.024030000000000003,0.024678810000000002
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 09:45:00,10:00,1.603,A,Consumption,2025-07-06 09:45:00,0.02299,0.03685297
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 10:00:00,10:15,1.162,A,Consumption,2025-07-06 10:00:00,0.02307,0.02680734
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 10:15:00,10:30,1.632,A,Consumption,2025-07-06 10:15:00,0.0237,0.038678399999999995
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 10:30:00,10:45,1.67,A,Consumption,2025-07-06 10:30:00,0.022940000000000002,0.038309800000000005
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 10:45:00,11:00,1.19,A,Consumption,2025-07-06 10:45:00,0.02268,0.026989199999999998
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 11:00:00,11:15,1.68,A,Consumption,2025-07-06 11:00:00,0.02341,0.0393288
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 11:15:00,11:30,1.709,A,Consumption,2025-07-06 11:15:00,0.0224,0.0382816
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 11:30:00,11:45,1.699,A,Consumption,2025-07-06 11:30:00,0.022920000000000003,0.03894108000000001
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 11:45:00,12:00,1.238,A,Consumption,2025-07-06 11:45:00,0.02273,0.02813974
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 12:00:00,12:15,1.747,A,Consumption,2025-07-06 12:00:00,0.022940000000000002,0.04007618
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 12:15:00,12:30,1.728,A,Consumption,2025-07-06 12:15:00,0.02231,0.03855168
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 12:30:00,12:45,1.718,A,Consumption,2025-07-06 12:30:00,0.02336,0.04013248
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 12:45:00,13:00,1.718,A,Consumption,2025-07-06 12:45:00,0.02373,0.04076814
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 13:00:00,13:15,1.267,A,Consumption,2025-07-06 13:00:00,0.02613,0.03310671
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 13:15:00,13:30,1.747,A,Consumption,2025-07-06 13:15:00,0.026019999999999998,0.04545694
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 13:30:00,13:45,1.738,A,Consumption,2025-07-06 13:30:00,0.02504,0.04351952
1008901025003042400122,2025-07-06,07/06/2025 11:09:18,0 days 13:45:00,14:00,1.805,A,Consumption,2025-07-06 13:45:00,0.02533,0.045720649999999995
