ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION,Interval Start,Settlement Point Price,COST
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 00:00:00,00:15,0.103,A,Consumption,2025-07-06 00:00:00,0.03089,0.0031816699999999997
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 00:15:00,00:30,0.704,A,Consumption,2025-07-06 00:15:00,0.028210000000000002,0.01985984
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 00:30:00,00:45,0.709,A,Consumption,2025-07-06 00:30:00,0.02666,0.01890194
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 00:45:00,01:00,0.677,A,Consumption,2025-07-06 00:45:00,0.026449999999999998,0.01790665
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 01:00:00,01:15,0.108,A,Consumption,2025-07-06 01:00:00,0.02583,0.00278964
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 01:15:00,01:30,0.522,A,Consumption,2025-07-06 01:15:00,0.02573,0.01343106
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 01:30:00,01:45,0.095,A,Consumption,2025-07-06 01:30:00,0.02693,0.00255835
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 01:45:00,02:00,0.46,A,Consumption,2025-07-06 01:45:00,0.02684,0.0123464
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 02:00:00,02:15,0.065,A,Consumption,2025-07-06 02:00:00,0.02684,0.0017446
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 02:15:00,02:30,0.584,A,Consumption,2025-07-06 02:15:00,0.026420000000000003,0.01542928
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 02:30:00,02:45,0.693,A,Consumption,2025-07-06 02:30:00,0.027280000000000002,0.01890504
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 02:45:00,03:00,0.692,A,Consumption,2025-07-06 02:45:00,0.02686,0.01858712
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 03:00:00,03:15,0.687,A,Consumption,2025-07-06 03:00:00,0.02702,0.01856274
1008901025001032000121,2025-07-06,07/06/2025 13:06:18,0 days 03:15:00,03:30,0.781,A,Consumption,2025-07-06 03:15:00,0.02693,0.02103233
