ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,06:00,06:15,1.083,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,06:15,06:30,1.254,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,06:30,06:45,1.233,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,06:45,07:00,1.217,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,07:00,07:15,0.255,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,07:15,07:30,0.190,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,07:30,07:45,0.377,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,07:45,08:00,0.294,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,08:00,08:15,0.311,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,08:15,08:30,0.879,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,08:30,08:45,1.346,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,08:45,09:00,0.821,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,09:00,09:15,0.288,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,09:15,09:30,0.888,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,09:30,09:45,1.341,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,09:45,10:00,1.322,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,10:00,10:15,1.387,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,10:15,10:30,1.373,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,10:30,10:45,1.362,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,10:45,11:00,1.394,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,11:00,11:15,1.438,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,11:15,11:30,1.431,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,11:30,11:45,1.409,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,11:45,12:00,1.500,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,12:00,12:15,1.473,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,12:15,12:30,1.522,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,12:30,12:45,1.553,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,12:45,13:00,1.558,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,13:00,13:15,1.555,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,13:15,13:30,1.546,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,13:30,13:45,1.552,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,13:45,14:00,1.536,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,14:00,14:15,1.541,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,14:15,14:30,1.563,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,14:30,14:45,1.577,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,14:45,15:00,1.576,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,15:00,15:15,1.551,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,15:15,15:30,1.552,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,15:30,15:45,1.543,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,15:45,16:00,1.537,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,16:00,16:15,1.563,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,16:15,16:30,1.553,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,16:30,16:45,1.592,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,16:45,17:00,1.553,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,17:00,17:15,1.554,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,17:15,17:30,1.532,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,17:30,17:45,1.513,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,17:45,18:00,1.524,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,18:00,18:15,1.529,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,18:15,18:30,1.507,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,18:30,18:45,1.473,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,18:45,19:00,1.467,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,19:00,19:15,1.464,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,19:15,19:30,1.473,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,19:30,19:45,1.557,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,19:45,20:00,1.505,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,20:00,20:15,1.477,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,20:15,20:30,1.441,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,20:30,20:45,1.404,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,20:45,21:00,1.394,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,21:00,21:15,1.396,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,21:15,21:30,1.405,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,21:30,21:45,1.389,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,21:45,22:00,1.384,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,22:00,22:15,1.445,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,22:15,22:30,1.508,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,22:30,22:45,1.434,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,22:45,23:00,1.482,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,23:00,23:15,1.496,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,23:15,23:30,1.518,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,23:30,23:45,1.454,A,Consumption
'1008901008117871625100,07/06/2025,07/06/2025 12:36:02,23:45,00:00,1.427,A,Consumption
