ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,00:00,00:15,0.453,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,00:15,00:30,0.453,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,00:30,00:45,0.444,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,00:45,01:00,0.279,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,01:00,01:15,0.239,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,01:15,01:30,0.450,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,01:30,01:45,0.451,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,01:45,02:00,0.370,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,02:00,02:15,0.141,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,02:15,02:30,0.451,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,02:30,02:45,0.447,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,02:45,03:00,0.175,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,03:00,03:15,0.374,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,03:15,03:30,0.397,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,03:30,03:45,0.144,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,03:45,04:00,0.068,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,04:00,04:15,0.205,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,04:15,04:30,0.470,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,04:30,04:45,0.114,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,04:45,05:00,0.098,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,05:00,05:15,0.583,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,05:15,05:30,0.070,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,05:30,05:45,0.264,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,05:45,06:00,0.452,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,06:00,06:15,0.068,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,06:15,06:30,0.301,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,06:30,06:45,0.430,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,06:45,07:00,0.067,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,07:00,07:15,0.070,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,07:15,07:30,0.630,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,07:30,07:45,0.065,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,07:45,08:00,0.456,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,08:00,08:15,0.454,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,08:15,08:30,0.061,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,08:30,08:45,0.448,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,08:45,09:00,0.457,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,09:00,09:15,0.299,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,09:15,09:30,0.213,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,09:30,09:45,0.464,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,09:45,10:00,0.466,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,10:00,10:15,0.476,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,10:15,10:30,0.478,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,10:30,10:45,0.476,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,10:45,11:00,0.477,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,11:00,11:15,0.871,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,11:15,11:30,0.587,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,11:30,11:45,0.761,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,11:45,12:00,0.420,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,12:00,12:15,1.098,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,12:15,12:30,0.799,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,12:30,12:45,0.654,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,12:45,13:00,0.813,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,13:00,13:15,1.110,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,13:15,13:30,0.589,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,13:30,13:45,0.939,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,13:45,14:00,1.025,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,14:00,14:15,0.649,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,14:15,14:30,0.974,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,14:30,14:45,1.010,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,14:45,15:00,0.658,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,15:00,15:15,1.347,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,15:15,15:30,0.742,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,15:30,15:45,1.323,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,15:45,16:00,0.792,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,16:00,16:15,1.120,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,16:15,16:30,0.775,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,16:30,16:45,0.728,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,16:45,17:00,1.194,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,17:00,17:15,0.492,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,17:15,17:30,0.674,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,17:30,17:45,0.987,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,17:45,18:00,0.454,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,18:00,18:15,0.563,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,18:15,18:30,0.758,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,18:30,18:45,0.933,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,18:45,19:00,0.659,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,19:00,19:15,0.901,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,19:15,19:30,0.732,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,19:30,19:45,0.846,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,19:45,20:00,0.459,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,20:00,20:15,0.592,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,20:15,20:30,0.812,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,20:30,20:45,0.670,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,20:45,21:00,0.639,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,21:00,21:15,0.621,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,21:15,21:30,0.481,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,21:30,21:45,0.477,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,21:45,22:00,0.642,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,22:00,22:15,0.698,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,22:15,22:30,0.424,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,22:30,22:45,0.530,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,22:45,23:00,0.468,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,23:00,23:15,0.469,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,23:15,23:30,0.471,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,23:30,23:45,0.468,A,Consumption
'1008901023807136220100,07/06/2025,07/06/2025 12:42:19,23:45,00:00,0.468,A,Consumption
