ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,00:00,00:15,0.043,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,00:15,00:30,0.339,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,00:30,00:45,0.034,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,00:45,01:00,0.022,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,01:00,01:15,0.028,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,01:15,01:30,0.092,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,01:30,01:45,0.043,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,01:45,02:00,0.310,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,02:00,02:15,0.022,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,02:15,02:30,0.026,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,02:30,02:45,0.042,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,02:45,03:00,0.043,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,03:00,03:15,0.286,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,03:15,03:30,0.726,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,03:30,03:45,0.023,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,03:45,04:00,0.041,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,04:00,04:15,0.043,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,04:15,04:30,0.107,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,04:30,04:45,0.026,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,04:45,05:00,0.022,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,05:00,05:15,0.039,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,05:15,05:30,0.097,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,05:30,05:45,0.041,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,05:45,06:00,0.030,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,06:00,06:15,0.189,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,06:15,06:30,0.538,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,06:30,06:45,0.043,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,06:45,07:00,0.043,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,07:00,07:15,0.036,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,07:15,07:30,0.076,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,07:30,07:45,0.029,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,07:45,08:00,0.042,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,08:00,08:15,0.042,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,08:15,08:30,0.093,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,08:30,08:45,0.023,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,08:45,09:00,0.022,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,09:00,09:15,0.200,A,Consumption
'1008901022900894520114,07/06/2025,07/06/2025 10:15:24,09:15,09:30,0.222,A,Consumption
