ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,19:00,19:15,2.592,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,19:15,19:30,2.664,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,19:30,19:45,2.592,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,19:45,20:00,2.448,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,20:00,20:15,2.304,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,20:15,20:30,2.376,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,20:30,20:45,2.736,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,20:45,21:00,3.168,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,21:00,21:15,2.664,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,21:15,21:30,2.304,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,21:30,21:45,2.304,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,21:45,22:00,2.304,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,22:00,22:15,2.520,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,22:15,22:30,2.664,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,22:30,22:45,2.592,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,22:45,23:00,2.304,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,23:00,23:15,2.304,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,23:15,23:30,2.304,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,23:30,23:45,2.448,A,Consumption
'1008901051393282544100,07/06/2025,07/06/2025 08:24:01,23:45,00:00,2.592,A,Consumption
