ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,19:30,19:45,1.160,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,19:45,20:00,0.868,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,20:00,20:15,0.071,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,20:15,20:30,0.083,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,20:30,20:45,0.208,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,20:45,21:00,1.308,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,21:00,21:15,0.629,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,21:15,21:30,0.067,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,21:30,21:45,0.074,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,21:45,22:00,0.085,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,22:00,22:15,0.933,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,22:15,22:30,0.817,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,22:30,22:45,0.095,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,22:45,23:00,0.103,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,23:00,23:15,0.141,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,23:15,23:30,1.016,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,23:30,23:45,1.674,A,Consumption
'1008901023800418450100,07/06/2025,07/06/2025 10:30:30,23:45,00:00,0.659,A,Consumption
