ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,00:00,00:15,2.676,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,00:15,00:30,3.072,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,00:30,00:45,2.884,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,00:45,01:00,2.812,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,01:00,01:15,2.624,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,01:15,01:30,2.656,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,01:30,01:45,2.848,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,01:45,02:00,2.632,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,02:00,02:15,2.684,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,02:15,02:30,2.820,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,02:30,02:45,2.476,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,02:45,03:00,2.620,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,03:00,03:15,2.652,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,03:15,03:30,2.592,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,03:30,03:45,2.732,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,03:45,04:00,2.804,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,04:00,04:15,2.348,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,04:15,04:30,2.628,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,04:30,04:45,2.436,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,04:45,05:00,2.584,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,05:00,05:15,2.400,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,05:15,05:30,2.316,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,05:30,05:45,2.448,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,05:45,06:00,2.340,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,06:00,06:15,2.460,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,06:15,06:30,2.788,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,06:30,06:45,2.432,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,06:45,07:00,2.180,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,07:00,07:15,2.360,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,07:15,07:30,2.312,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,07:30,07:45,2.048,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,07:45,08:00,2.444,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,08:00,08:15,2.332,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,08:15,08:30,2.156,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,08:30,08:45,2.736,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,08:45,09:00,2.020,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,09:00,09:15,2.176,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,09:15,09:30,2.504,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,09:30,09:45,2.428,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,09:45,10:00,2.424,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,10:00,10:15,3.156,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,10:15,10:30,5.288,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,10:30,10:45,5.508,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,10:45,11:00,6.008,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,11:00,11:15,6.312,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,11:15,11:30,7.032,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,11:30,11:45,6.464,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,11:45,12:00,6.368,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,12:00,12:15,6.600,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,12:15,12:30,6.380,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,12:30,12:45,6.496,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,12:45,13:00,6.816,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,13:00,13:15,6.708,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,13:15,13:30,6.784,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,13:30,13:45,6.676,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,13:45,14:00,6.252,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,14:00,14:15,5.816,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,14:15,14:30,6.028,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,14:30,14:45,6.400,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,14:45,15:00,6.544,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,15:00,15:15,6.584,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,15:15,15:30,6.620,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,15:30,15:45,5.948,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,15:45,16:00,6.020,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,16:00,16:15,6.152,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,16:15,16:30,6.784,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,16:30,16:45,6.476,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,16:45,17:00,6.248,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,17:00,17:15,5.872,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,17:15,17:30,6.176,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,17:30,17:45,6.488,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,17:45,18:00,6.256,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,18:00,18:15,5.716,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,18:15,18:30,6.224,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,18:30,18:45,6.776,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,18:45,19:00,6.292,A,Consumption
'1008901010120781220100,07/06/2025,07/06/2025 08:09:00,19:00,19:15,6.280,A,Consumption
